# SentiWordNet v3.0.0 (1 June 2010)
# Copyright 2010 ISTI-CNR.
# All right reserved.
#
# SentiWordNet is distributed under the Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0) license.
# http://creativecommons.org/licenses/by-sa/3.0/
#
# For any information about SentiWordNet:
# Web: http://sentiwordnet.isti.cnr.it
# -------
#
# Data format.
#
# SentiWordNet v3.0 is based on WordNet version 3.0.
# WordNet website: http://wordnet.princeton.edu/
#
# The pair (POS,ID) uniquely identifies a WordNet (3.0) synset.
# The values PosScore and NegScore are the positivity and negativity
# score assigned by SentiWordNet to the synset.
# The objectivity score can be calculated as:
# ObjScore = 1 - (PosScore + NegScore)
# SynsetTerms column reports the terms, with sense number, belonging
# to the synset (separated by spaces).
#
# -------
#
# POS	ID	PosScore	NegScore	SynsetTerms	Gloss
n	05168261	0.75	0.125	importance#1	the quality of being important and worthy of note; "the importance of a well-balanced diet"
n	05168697	0.625	0	big_deal#2	anything of great importance or consequence
n	05168795	0.125	0.375	face#11	status in the eyes of others; "he lost face"
n	05168890	0.5	0.25	magnitude#3	relative importance; "a problem of the first magnitude"
n	05169037	0.875	0.125	account#6	importance or value; "a person of considerable account"; "he predicted that although it is of small account now it will rapidly increase in importance"
n	05169242	0	0.25	matter#5	(used with negation) having consequence; "they were friends and it was no matter who won the games"
n	05169412	0.625	0.25	momentousness#1	utmost importance
n	05169507	0.5	0.25	prominence#2	relative importance
n	05169601	0.25	0	illustriousness#1 greatness#1	the property possessed by something or someone of outstanding importance or eminence
n	05169813	0.5	0.25	significance#1	the quality of being significant; "do not underestimate the significance of nuclear power"
n	05170088	0.375	0.125	historicalness#2	significance owing to its history
n	05170236	0.75	0.125	meaningfulness#1	the quality of having great value or significance
n	05170400	0.75	0	sense_of_purpose#1 purposefulness#1	the quality of having a definite purpose
n	05170574	0.25	0	moment#4 import#5 consequence#3	having important effects or influence; "decisions of great consequence are made by the president himself"; "virtue is of more moment than security"; "that result is of no consequence"
n	05170923	0.25	0.625	hell_to_pay#1	dire consequences; "when the pig ran away there was hell to pay"
n	05171045	0.875	0	essentialness#1 essentiality#1	basic importance
n	05171352	0.5	0	vitalness#2	the quality of being essential to maintain life
n	05171491	0.375	0.375	vitalness#1 indispensableness#1 indispensability#1	the quality possessed by something that you cannot possibly do without
n	05171800	0.375	0.375	urgency#2	pressing importance requiring speedy action; "the urgency of his need"
n	05171978	0.125	0	sharpness#2 edge#4	the attribute of urgency in tone of voice; "his voice had an edge to it"
n	05172131	0.5	0.25	instancy#2 imperativeness#2	the quality of being insistent; "he pressed his demand with considerable instancy"
n	05172322	0.5	0	weightiness#1 weight#3	the relative importance granted to something; "his opinion carries great weight"; "the progression implied an increasing weightiness of the items listed"
n	05172596	0.333	0.667	unimportance#2	the quality of not being important or worthy of note
n	05172815	0.125	0.75	inessentiality#1	not of basic importance
n	05172953	0.5	0.125	dispensableness#1 dispensability#1	the quality possessed by something that you can get along without
n	05173205	0.25	0.625	triviality#1 slightness#1 puniness#1 pettiness#2	the quality of being unimportant and petty or frivolous
n	05173443	0.375	0.5	joke#4	a triviality not to be taken seriously; "I regarded his campaign for mayor as a joke"
n	05173579	0.375	0.25	insignificance#1	the quality of having little or no significance
n	05173795	0.625	0	meaninglessness#2	the quality of having no value or significance; "he resented the meaninglessness of the tasks they assigned him"
n	05174023	0.125	0	vacuity#3 senselessness#1 pointlessness#1 mindlessness#1 inanity#1	total lack of meaning or ideas
n	05174326	0.625	0	purposelessness#1 aimlessness#1	the quality of lacking any definite purpose
n	05174517	0.25	0.5	inconsequence#1	having no important effects or influence
n	05174653	0	0	right#1	an abstract idea of that which is due to a person or governmental body by law or tradition or nature; "they are endowed by their Creator with certain unalienable Rights"; "Certain rights can never be granted to the government but must be kept in the hands of the people"- Eleanor Roosevelt; "a right is not something that somebody gives you; it is something that nobody can take away"
n	05175467	0	0	access#2	the right to obtain or make use of or take advantage of something (as services or membership)
n	05175613	0	0	advowson#1	the right in English law of presenting a nominee to a vacant ecclesiastical benefice
n	05175771	0	0	cabotage#1	the exclusive right of a country to control the air traffic within its borders
n	05175904	0	0.375	title#10 claim#4	an informal right to something; "his claim on her attentions"; "his title to fame"
n	05176082	0.375	0	due#1	that which is deserved or owed; "give the devil his due"
n	05176188	0	0	entree#2 admittance#1 admission#4 accession#5 access#1	the right to enter
n	05176341	0	0	floor#8	the parliamentary right to address an assembly; "the chairman granted him the floor"
n	05176477	0.125	0	grant#8	a right or privilege that has been granted
n	05176607	0.125	0	sanction#3 authorization#3 authority#6 authorisation#3	official permission or approval; "authority for the program was renewed several times"
n	05176846	0	0	human_right#1	(law) any basic right or freedom to which all human beings are entitled and in whose exercise a government may not interfere (including rights to life and liberty as well as freedom of thought and expression and equality before the law)
n	05177285	0	0	legal_right#1	a right based in law
n	05177705	0	0	compulsory_process#1	the right of a defendant to have a court use its subpoena power to compel the appearance of material witnesses before the court
n	05177897	0	0	conjugal_right#1	the right of married persons to the enjoyment of association and sympathy and confidence and domestic happiness and the comfort of living together and eating meals at the same table and profiting from joint property right and the intimacies of domestic relations
n	05178220	0	0	conjugal_visitation_right#1 conjugal_visitation#1	the legal right in a prison for the inmate and spouse to have sexual intercourse
n	05178394	0	0	preemption#3 pre-emption#3	the right to purchase something in advance of others
n	05178571	0	0	preemption#2 pre-emption#2	the right of a government to seize or appropriate something (as property)
n	05178715	0	0	privilege#2 prerogative#1 perquisite#2 exclusive_right#1	a right reserved exclusively by a particular person or group (especially a hereditary or official right); "suffrage was the prerogative of white adult males"
n	05179027	0	0	public_easement#1	any easement enjoyed by the public in general (as the public's right to use public streets)
n	05179180	0	0	easement#1	(law) the privilege of using something that is not your own (as using another's land as a right of way to your own land)
n	05179410	0	0	privilege_of_the_floor#1	the right to be admitted onto the floor of a legislative assembly while it is in session
n	05179567	0	0	privilege#3	(law) the right to refuse to divulge information obtained in a confidential relationship
n	05179838	0	0	attorney-client_privilege#1	the right of a lawyer to refuse to divulge confidential information from his client
n	05179993	0	0	informer's_privilege#1	the right of the government to refuse to reveal the identity of an informer
n	05180135	0	0	journalist's_privilege#1	the right of a journalist to refuse to divulge sources of confidential information
n	05180286	0	0	marital_communications_privilege#1 husband-wife_privilege#1	neither spouse can divulge confidential communications from the other while they were married
n	05180483	0	0.375	physician-patient_privilege#1	the right of a physician to refuse to divulge confidential information from a patient without the consent of the patient
n	05180677	0	0	priest-penitent_privilege#1	the right of a clergyman to refuse to divulge confidential information received from a person during confession or similar exchanges
n	05180881	0	0	door#3	anything providing a means of access (or escape); "we closed the door to Haitian immigrants"; "education is the door to success"
n	05181078	0	0	open_door#2	freedom of access; "he maintained an open door for all employees"
n	05181199	0	0	title#7 claim#5	an established or recognized right; "a strong legal claim to the property"; "he had no documents confirming his title to his father's estate"; "he staked his claim"
n	05181513	0	0	own_right#1	by title vested in yourself or by virtue of qualifications that you have achieved; "a peer in his own right"; "a leading sports figure in his own right"; "a fine opera in its own right"
n	05181754	0	0	entitlement#1	right granted by law or contract (especially a right to benefits); "entitlements make up the major part of the federal budget"
n	05181975	0.5	0	right_to_privacy#1	right to be free of unsanctioned intrusion
n	05182080	0	0	right_to_life#1	the right to live
n	05182157	0.625	0	right_to_liberty#1	the right to be free
n	05182240	0	0.5	right_to_the_pursuit_of_happiness#1	the right to try to find happiness
n	05182354	0	0	freedom_of_thought#1	the right to hold unpopular ideas
n	05182452	0	0	equality_before_the_law#1	the right to equal protection of the laws
n	05182563	0	0	civil_right#1	right or rights belonging to a person by reason of citizenship including especially the fundamental freedoms and privileges guaranteed by the 13th and 14th amendments and subsequent acts of Congress including the right to legal and social and economic equality
n	05183242	0	0	civil_liberty#2	fundamental individual right protected by law and expressed as immunity from unwarranted governmental interference
n	05183453	0	0	habeas_corpus#2	the civil right to obtain a writ of habeas corpus as protection against illegal imprisonment
n	05183624	0	0	freedom_of_religion#1	a civil right guaranteed by the First Amendment to the US Constitution
n	05183779	0	0	freedom_of_speech#1	a civil right guaranteed by the First Amendment to the US Constitution
n	05183932	0	0	freedom_of_the_press#1	a right guaranteed by the First Amendment to the US Constitution
n	05184082	0	0	freedom_of_assembly#1	the right to peaceably assemble and to petition the government for redress of grievances; guaranteed by the First Amendment to the US Constitution
n	05184313	0	0	freedom_to_bear_arms#1	a right guaranteed by the 2nd amendment to the US Constitution
n	05184461	0	0	freedom_from_search_and_seizure#1	a right guaranteed by the 4th amendment to the US Constitution
n	05184620	0	0	right_to_due_process#1	a right guaranteed by the Fifth Amendment to the US Constitution; reaffirmed by the Fourteenth Amendment
n	05184810	0	0	privilege_against_self_incrimination#1 freedom_from_self-incrimination#1	the civil right (guaranteed by the Fifth Amendment to the United States Constitution) to refuse to answer questions or otherwise give testimony against yourself
n	05185106	0	0	freedom_from_double_jeopardy#1	a civil right guaranteed by the Fifth Amendment to the US Constitution
n	05185270	0	0	right_to_speedy_and_public_trial_by_jury#1	a civil right guaranteed by the 6th amendment to the US Constitution
n	05185444	0	0	right_to_an_attorney#1	a civil right guaranteed by the 6th amendment to the US Constitution
n	05185598	0	0	right_to_confront_accusors#1	a right guaranteed by the 6th amendment to the US Constitution
n	05185752	0	0	freedom_from_cruel_and_unusual_punishment#1	a right guaranteed by the 8th amendment to the US Constitution
n	05185921	0	0	freedom_from_involuntary_servitude#1	a civil right guaranteed by the 13th amendment to the US Constitution
n	05186090	0	0	equal_protection_of_the_laws#1	a right guaranteed by the Fourteenth Amendment to the US Constitution and by the due-process clause of the Fifth Amendment
n	05186306	0	0	vote#3 suffrage#1 right_to_vote#1	a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment; "American women got the vote in 1920"
n	05186626	0	0	universal_suffrage#1	suffrage for all adults who are not disqualified by the laws of the country
n	05186766	0	0	freedom_from_discrimination#1	immunity from discrimination on the basis of race or sex or nationality or religion or age; guaranteed by federal laws of the United States
n	05186998	0	0	equal_opportunity#1	the right to equivalent opportunities for employment regardless of race or color or sex or national origin
n	05187187	0	0	eminent_domain#1	the right of the state to take private property for public use; the Fifth Amendment that was added to the Constitution of the United States requires that just compensation be made
n	05187446	0	0	franchise#3 enfranchisement#2	a statutory right or privilege granted to a person or group by a government (especially the rights of citizenship and the right to vote)
n	05187711	0	0	representation#9	the right of being represented by delegates who have a voice in some legislative body
n	05187857	0	0	right_of_action#1	the legal right to sue
n	05187941	0	0	right_of_search#1	the right of a belligerent to stop neutral ships on the high seas in wartime and search them
n	05188095	0	0	right_of_way#2	the right of one vehicle or vessel to take precedence over another
n	05188220	0	0	states'_rights#2	the rights conceded to the states by the United States constitution
n	05188367	0	0	voting_right#1	the right to vote; especially the right of a common shareholder to vote in person or by proxy on the affairs of a company
n	05188547	0	0	water_right#1 riparian_right#1	right of access to water
n	05188646	0	0	patent_right#1	the right granted by a patent; especially the exclusive right to an invention
n	05188801	0	0	right_of_election#1	in probate law: the legal right of a surviving spouse to elect to take either what the deceased spouse gave under the will or the share of the estate as set forth by statute
n	05189057	0	0	right_of_entry#1	the legal right to take possession of real estate in a peaceable manner
n	05189208	0	0	right_of_re-entry#1	the legal right to resume possession (a right that was reserved when a former possession was parted with)
n	05189396	0	0	right_of_offset#1	(banking) the legal right of a bank to seize deposited funds to cover a loan that is in default
n	05189591	0	0.5	right_of_privacy#1	a legal right (not explicitly provided in the United States Constitution) to be left alone; the right to live life free from unwarranted publicity
n	05189819	0	0	right_of_way#1	the privilege of someone to pass over land belonging to someone else
n	05189946	0	0	seat#7	the legal right to sit as a member in a legislative or similar body; "he was elected to a seat in the Senate"
n	05190106	0	0	use#7 enjoyment#3	(law) the exercise of the legal right to enjoy the benefits of owning property; "we were given the use of his boat"
n	05190356	0	0	usufruct#1	a legal right to use and derive profit from property belonging to someone else provided that the property itself is not injured in any way
n	05190586	0	0	visitation_right#1	the right granted by a court to a parent (or other relative) who is deprived of custody of a child to visit the child on a regular basis
n	05190804	0	0	powerfulness#1 power#1	possession of controlling influence; "the deterrent power of nuclear weapons"; "the power of his love saved her"; "his powerfulness was concealed by a gentle facade"
n	05191486	0.25	0	preponderance#1	superiority in power or influence; "the preponderance of good over evil"; "the preponderance of wealth and power"
n	05191695	0.125	0	puissance#1	power to influence or coerce; "the puissance of the labor vote"
n	05191832	0	0	strength#5 persuasiveness#1	the power to induce the taking of a course of action or the embracing of a point of view by means of argument or entreaty; "the strength of his argument settled the matter"
n	05192130	0	0	convincingness#1	the power of argument or evidence to cause belief
n	05192240	0.125	0.5	irresistibleness#1 irresistibility#1	the quality of being overpowering and impossible to resist
n	05192451	0.125	0	interestingness#1 interest#3	the power of attracting or holding one's attention (because it is unusual or exciting etc.); "they said nothing of great interest"; "primary colors can add interest to a room"
n	05192897	0.5	0.125	newsworthiness#1 news#5	the quality of being sufficiently interesting to be reported in news bulletins; "the judge conceded the newsworthiness of the trial"; "he is no longer news in the fashion world"
n	05193160	0.125	0	topicality#1	the attribute of being of interest at the present time; "the library had to discard books that had lost their topicality"
n	05193338	0.375	0	vividness#1 colour#4 color#2	interest and variety and intensity; "the Puritan Period was lacking in color"; "the characters were delineated with exceptional vividness"
n	05193621	0.75	0.25	shrillness#1	the quality of being sharp or harsh to the senses; "the shrillness of her hair color"
n	05193781	0	0	throttlehold#1 stranglehold#1 chokehold#1	complete power over a person or situation; "corporations have a stranglehold on the media"; "the president applied a chokehold to labor disputes that inconvenienced the public"
n	05194043	0	0	sway#1	controlling influence
n	05194151	0.25	0	influence#1	a power to affect persons or events especially power based on prestige etc; "used her parents' influence to get the job"
n	05194435	0	0	mortmain#2 dead_hand_of_the_past#1 dead_hand#2	the oppressive influence of past events or decisions
n	05194578	0	0	force#1	a powerful effect or influence; "the force of his eloquence easily persuaded them"
n	05194874	0	0	grip#6 grasp#3	an intellectual hold or understanding; "a good grip on French history"; "they kept a firm grip on the two top priorities"; "he was in the grip of a powerful emotion"; "a terrible power had her in its grasp"
n	05195175	0	0	tentacle#1	something that acts like a tentacle in its ability to grasp and hold; "caught in the tentacles of organized crime"
n	05195362	0	0	pressure#2	a force that compels; "the public brought pressure to bear on the government"
n	05195548	0	0	duress#1	compulsory force or threat; "confessed under duress"
n	05195653	0.25	0	heartbeat#3	an animating or vital unifying force; "New York is the commercial heartbeat of America"
n	05195796	0.125	0	lifeblood#2	an essential or life-giving force; "water is the lifeblood of India"
n	05195920	0	0	wheel#3	forces that provide energy and direction; "the wheels of government began to turn"
n	05196054	0.125	0.375	repellent#3 repellant#3	the power to repel; "she knew many repellents to his advances"
n	05196220	0	0.25	hydrophobicity#1	the property of being water-repellent; tending to repel and not absorb water
n	05196375	0	0	control#1	power to direct or determine; "under control"
n	05196582	0	0	say-so#3 potency#1 dominance#4 authorization#2 authority#1 authorisation#2	the power or right to give orders or make decisions; "he has the authority to issue warrants"; "deputies are given authorization to make arrests"; "a place of potency in the state"
n	05197043	0	0	corporatism#1	control of a state or organization by large interest groups; "individualism is in danger of being swamped by a kind of corporatism"
n	05197232	0	0.25	hold#3	power by which something or someone is affected or dominated; "he has a hold over them"
n	05197388	0	0.375	iron_fist#1	rigorous or ruthless control; "she rules the office with an iron fist"; "it takes an iron fist to contain the dissenting factions"
n	05197574	0	0	rein#2	any means of control; "he took up the reins of government"
n	05197701	0	0	carte_blanche#1	complete freedom or authority to act
n	05197797	0	0	command#3	the power or authority to command; "an admiral in command"
n	05197945	0	0.125	imperium#2	supreme authority; absolute dominion
n	05198036	0	0.125	lordship#2	the authority of a lord
n	05198132	0	0	muscle#4	authority or power or force (especially when used in a coercive way); "the senators used their muscle to get the party leader to resign"
n	05198321	0	0	sovereignty#3	the authority of a state to govern another state
n	05198427	0	0	legal_power#1 jurisdiction#1	(law) the right and power to interpret and apply the law; "courts having jurisdiction in this district"
n	05198622	0	0	disposal#1	the power to use something or someone; "used all the resources at his disposal"
n	05198756	0.25	0	free_will#1 discretion#4	the power of making free choices unconstrained by external agencies
n	05198928	0	0	veto#2	the power or right to prohibit or reject a proposed or intended act (especially the power of a chief executive to reject a bill passed by the legislature)
n	05199151	0	0	self-determination#2	determination of one's own fate or course of action without compulsion
n	05199286	0.375	0.125	effectualness#1 effectuality#1 effectivity#1 effectiveness#1	power to be effective; the quality of being able to bring about an effect
n	05199680	0.25	0	trenchancy#1 incisiveness#1	keenness and forcefulness of thought or expression or intellect
n	05199869	0.125	0	efficacy#1 efficaciousness#1	capacity or power to produce a desired effect; "concern about the safety and efficacy of the vaccine"
n	05200169	0.5	0	ability#1	the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment
n	05200670	0.375	0	form#14	an ability to perform well; "he was at the top of his form"; "the team was off form last night"
n	05200816	0	0	interoperability#1	(computer science) the ability to exchange and use information (usually in a large heterogeneous network made up of several local area networks)
n	05201060	0	0	magical_power#1 magical_ability#1	an ability to perform magic
n	05201183	0	0	lycanthropy#1	(folklore) the magical ability of a person to assume the characteristics of a wolf
n	05201342	0	0	midas_touch#1	an ability to make and manage large amounts of money
n	05201452	0.125	0	penetration#4	the ability to make way into or through something; "the greater penetration of the new projectiles will result in greater injuries"
n	05201659	0	0	physical_ability#1	the ability to perform some physical act; contrasting with mental ability
n	05201813	0	0.375	contractility#1	the capability or quality of shrinking or contracting, especially by muscle fibers and even some other forms of living matter
n	05202034	0	0	stypsis#1 astringency#2	the ability to contract or draw together soft body tissues to check blood flow or restrict secretion of fluids
n	05202284	0.25	0	voice#9	the ability to speak; "he lost his voice"
n	05202413	0.125	0	lung-power#1	the ability to speak loudly
n	05202497	0.625	0.125	capableness#2 capability#1	the quality of being capable -- physically or intellectually or legally; "he worked to the limits of his capability"
n	05202954	0.25	0.75	defensibility#1	capability of being defended; "they built their castles with an eye to their defensibility"; "client complaints create a felt need for the defensibility of individual actions"
n	05203207	0.625	0	executability#1	capability of being executed; "the job is executable for two million dollars"; "this contract is not executable"
n	05203397	0	0	capacity#1	capability to perform or produce; "among his gifts is his capacity for true altruism"; "limited runway capacity"; "a great capacity for growth"
n	05203649	0	0	strength#2 posture#4 military_strength#1 military_posture#1 military_capability#1	capability in terms of personnel and materiel that affect the capacity to fight a war; "we faced an army of great strength"; "politicians have neglected our military posture"
n	05204004	0	0	firepower#1	(military) the relative capacity for delivering fire on a target
n	05204143	0	0	performance_capability#1 operating_capability#1	the capability of a technological system to perform as intended
n	05204316	0	0	overkill#1	the capability to obliterate a target with more weapons (especially nuclear weapons) than are required
n	05204473	0.125	0	envelope#5	the maximum operating capability of a system (especially an aircraft); "test pilots try to push the envelope"
n	05204637	0.125	0.375	powerlessness#1 impotency#1 impotence#1	the quality of lacking strength or power; being weak and feeble
n	05204982	0.125	0.625	weakness#2 impuissance#1 helplessness#1	powerlessness revealed by an inability to act; "in spite of their weakness the group remains active"
n	05205220	0.125	0.5	unpersuasiveness#1	inability to persuade
n	05205340	0.125	0.5	uninterestingness#1	inability to capture or hold one's interest
n	05205537	0	0	voicelessness#3	having no voice in the management or control of affairs; "the voicelessness of those who live in situations of hopelessness"
n	05205739	0.5	0.25	dullness#2	the quality of lacking interestingness; "the stories were of a dullness to bring a buffalo to its knees"
n	05206006	0.375	0.25	insipidness#1 insipidity#1 dreariness#1 boringness#1	extreme dullness; lacking spirit or interest
n	05206237	0	0.125	tiresomeness#1 tedium#2 tediousness#1	dullness owing to length or slowness
n	05206445	0	0.375	drag#3	something tedious and boring; "peeling potatoes is a drag"
n	05206573	0.375	0.375	vapidness#1 vapidity#1 tameness#1 jejunity#1 jejuneness#2	the quality of being vapid and unsophisticated
n	05206829	0.25	0.5	ponderousness#1 heaviness#3	an oppressive quality that is laborious and solemn and lacks grace or fluency; "a book so serious that it sometimes subsided into ponderousness"; "his lectures tend to heaviness and repetition"
n	05207130	0	0.125	unfitness#2 inability#2	lacking the power to perform
n	05207352	0	0	paper_tiger#1	the nature of a person or organization that appears powerful but is actually powerless and ineffectual; "he reminded Mao that the paper tiger had nuclear teeth"
n	05207570	0	0.75	incapableness#2 incapability#2	the quality of not being capable -- physically or intellectually or legally
n	05207846	0	0.625	incapacity#2	lack of physical or natural qualifications
n	05207963	0.125	0.25	ineffectualness#1 ineffectuality#1 ineffectiveness#1	lacking the power to be effective
n	05208291	0.25	0.375	inefficacy#1 inefficaciousness#1	a lack of efficacy
n	05208422	0.625	0.125	romanticism#3 romance#2	an exciting and mysterious quality (as of a heroic time or adventure)
n	05208595	0.375	0.625	stardust#1	a dreamy romantic or sentimental quality
n	05208690	0	0	analyticity#1	the property of being analytic
n	05208796	0	0	compositeness#1	the property of being a composite number
n	05208896	0	0	primality#1	the property of being a prime number
n	05208988	0.125	0	selectivity#1	the property of being selective
n	05209113	0.375	0.25	domesticity#1	the quality of being domestic or domesticated; "a royal family living in unpretentious domesticity"
n	05209324	0	0.75	unboundedness#1 limitlessness#1 infinitude#2 infiniteness#1 boundlessness#1	the quality of being infinite; without bound or limit
n	05209659	0.375	0.25	finitude#1 finiteness#1 boundedness#1	the quality of being finite
n	05209822	0.375	0.25	quantifiability#1 measurability#1	the quality of being measurable
n	05210003	0.625	0.125	ratability#2	the quality of being capable of being rated or estimated
n	05210116	0.5	0.125	scalability#1	the quality of being scalable
n	05210221	0.375	0.125	solubility#3	the quality of being soluble and easily dissolved in liquid
n	05210373	0.375	0.25	insolubility#2	the quality of being insoluble and difficult to dissolve in liquid
n	05210534	0	0.125	stuff#5	unspecified qualities required to do or be something; "the stuff of heros"; "you don't have the stuff to be a United States Marine"
n	05210717	0.625	0.25	comicality#1	the quality of being comical
n	05210820	0.625	0.125	voluptuousness#1 hot_stuff#1	the quality of being attractive and exciting (especially sexually exciting); "he thought she was really hot stuff"
n	05211044	0.5	0.25	humour#5 humor#4	the quality of being funny; "I fail to see the humor in it"
n	05211254	0.125	0.875	poignancy#2 pathos#1	a quality that arouses emotions (especially pity or sorrow); "the film captured all the pathos of their situation"
n	05211451	0	0	tone#10	the quality of something (an act or a piece of writing) that reveals the attitudes and presuppositions of the author; "the general tone of articles appearing in the newspapers is that the government should withdraw"; "from the tone of her behavior I gathered that I had outstayed my welcome"
n	05211793	0.125	0	optimism#2	a general disposition to expect the best in all things
n	05211974	0	0.125	pessimism#2	a general disposition to look on the dark side and to expect the worst in all things
n	05212168	0.375	0.125	epicurism#1	the disposition and habits of an epicure
n	05212264	0.25	0.125	gourmandism#1	the disposition and habits of a gourmand
n	05212362	0.25	0.5	brachycephaly#1 brachycephalism#1	the quality of being brachycephalic
n	05212493	0.25	0.5	dolichocephaly#1 dolichocephalism#1	the quality of being dolichocephalic
n	05212609	0	0.375	relativity#2	the quality of being relative and having significance only in relation to something else
n	05212808	0	0	response#7	the manner in which an electrical or mechanical device responds to an input signal or a range of input signals
n	05212973	0	0	responsiveness#2	the quality of being responsive; reacting quickly; as a quality of people, it involves responding with emotion to people and events
n	05213201	0	0.5	unresponsiveness#1 deadness#1	the quality of being unresponsive; not reacting; as a quality of people, it is marked by a failure to respond quickly or with emotion to people or events; "she began to recover from her numb unresponsiveness after the accident"; "in an instant all the deadness and withdrawal were wiped away"
n	05213693	0.375	0.25	frigidness#1 frigidity#1	sexual unresponsiveness (especially of women) and inability to achieve orgasm during intercourse
n	05213894	0	0.75	resistance#8	the degree of unresponsiveness of a disease-causing microorganism to antibiotics or other drugs (as in penicillin-resistant bacteria)
n	05214121	0.5	0.25	subjectivism#2	the quality of being subjective
n	05214211	0	0	fair_use#1	the conditions under which you can use material that is copyrighted by someone else without paying royalties
n	05214374	0	0	fruition#2	enjoyment derived from use or possession
n	05214469	0	0	vascularity#1	the property being vascular; "a prominent vascularity"
n	05214599	0	0	extension#8	the ability to raise the working leg high in the air; "the dancer was praised for her uncanny extension"; "good extension comes from a combination of training and native ability"
n	05214851	0.125	0.75	snootiness#1	the quality of being snooty; "he disliked his neighbors' snootiness"
n	05214976	0	0	totipotency#1 totipotence#1	the ability of a cell to give rise to unlike cells and so to develop a new organism or part; "animal cells lose their totipotency at an early stage in embryonic development"
n	05215257	0.5	0.25	ulteriority#1	the quality of being ulterior; "their conversation was limited to ulteriorities"; "a terrible feeling of ulteriority"; "his stories were too susceptible to ulteriority"
n	05215483	0	0	solvability#1 solubility#2	the property (of a problem or difficulty) that makes it possible to solve
n	05215699	0	0.625	unsolvability#1 insolubility#1	the property (of a problem or difficulty) that makes it impossible to solve
n	05215921	0	0	memorability#1	the quality of being worth remembering; "continuous change results in lack of memorability"; "true memorability of phrase"
n	05216102	0.375	0.125	woodsiness#1 woodiness#1	the quality of abounding in trees
n	05216240	0.375	0.375	waxiness#1	the quality of being made of wax or covered with wax
n	05216365	0	0	physical_structure#1 organic_structure#1 body#1	the entire structure of an organism (an animal, plant, or human being); "he felt as if his whole body were on fire"
n	05217061	0	0	life_form#1	the characteristic bodily form of a mature organism
n	05217168	0	0	soma#3 shape#3 physique#2 physical_body#1 material_body#1 human_body#1 frame#3 form#5 flesh#2 figure#2 chassis#1 build#2 bod#1 anatomy#2	alternative names for the body of a human being; "Leonardo studied the human body"; "he has a strong physique"; "the spirit is willing but the flesh is weak"
n	05217688	0	0	person#2	a human body (usually including the clothing); "a weapon was hidden on his person"
n	05217859	0	0	dead_body#1 body#3	a natural object consisting of a dead animal or person; "they found the body in the lake"
n	05218119	0	0	stiff#2 remains#2 corpse#1 clay#5 cadaver#1	the dead body of a human being; "the cadaver was intended for dissection"; "the end of the police search was the discovery of a corpse"; "the murderer confessed that he threw the stiff in the river"; "honor comes to bless the turf that wraps their clay"
n	05218533	0	0	cremains#1	the remains of a dead body after cremation
n	05218630	0	0	mummy#2	a body embalmed and dried and wrapped for burial (as in ancient Egypt)
n	05218788	0	0	live_body#1	the body of a living animal or person
n	05218899	0	0	apparatus#2	(anatomy) a group of body parts that work together to perform a given function; "the breathing apparatus"
n	05219097	0	0	system#8	the living body considered as made up of interdependent components forming a unified whole; "exercise helped him get the alcohol out of his system"
n	05219297	0	0	juvenile_body#1	the body of a young person
n	05219420	0	0	child's_body#1	the body of a human child
n	05219561	0	0	adult_body#1	the body of an adult human being
n	05219724	0	0	male_body#1	the body of a male human being
n	05219923	0	0	female_body#1	the body of a female human being
n	05220126	0	0	woman's_body#1 adult_female_body#1	the body of an adult woman
n	05220306	0	0	man's_body#1 adult_male_body#1	the body of an adult man
n	05220461	0	0	body_part#1	any part of an organism such as an organ or extremity
n	05221526	0	0	corpus#3	the main part of an organ or other bodily structure
n	05221649	0	0	annexa#1 adnexa#1	accessory or adjoining anatomical parts or appendages to an organ (especially of the embryo); "Fallopian tubes and ovaries are adnexa of the uterus"
n	05221895	0	0	region#2 area#3	a part of an animal that has a special function or is supplied by a given artery or nerve; "in the abdominal region"
n	05222467	0	0	dilator#1	a muscle or nerve that dilates or widens a body part
n	05222591	0	0	vallecula#1 groove#3	(anatomy) any furrow or channel on a bodily structure or part
n	05222790	0	0	partition#3	(anatomy) a structure that separates areas in an organism
n	05222940	0	0	septum#1	(anatomy) a dividing partition between two tissues or cavities
n	05223110	0	0.375	nasal_septum#1	a partition of bone and cartilage between the nasal cavities
n	05223248	0	0	costal_groove#1	groove between the ribs where the nerves and blood vessels are
n	05223370	0	0	fissure#3	(anatomy) a long narrow slit or groove that divides an organ into lobes
n	05223550	0	0	sulcus#1	(anatomy) any of the narrow grooves in an organ or tissue especially those that mark the convolutions on the surface of the brain
n	05223823	0	0	sulcus_centralis#1 rolando's_fissure#1 fissure_of_rolando#1 central_sulcus#1	a brain fissure extending upward on the lateral surface of both hemispheres; separates the frontal and parietal lobes
n	05224080	0.25	0	sylvian_fissure#1 sulcus_lateralis_cerebri#1 lateral_cerebral_sulcus#1 fissure_of_sylvius#1	the deepest and most prominent of the cortical fissures; separates the frontal lobes and temporal lobes in both hemispheres
